,Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Watch time (hours),Streamers,Average channels
1720,Dragon Ball GT: Transformation,0.2,0.08,0.0,0.01,0.28,979.1428571428572,14.0,0.0
1721,Dragon Ball Heroes: Ultimate Mission,0.0,0.0,0.29,0.0,0.29,1408.6,21.6,0.0
1722,Dragon Ball Kai: Ultimate Butouden,0.0,0.0,0.09,0.0,0.09,15.0,1.6666666666666667,0.0
1723,Dragon Ball Z,0.0,0.0,1.45,0.0,1.45,24612.875,215.375,0.0
1724,Dragon Ball Z: Attack of the Saiyans,0.13,0.02,0.21,0.01,0.38,4276.142857142857,32.857142857142854,0.0
1725,Dragon Ball Z: Battle of Z,0.11,0.21,0.12,0.08,0.53,330.8333333333333,20.5,0.0
1726,Dragon Ball Z: Budokai,2.17,0.28,0.55,0.08,3.09,15040.142857142857,196.28571428571428,0.0
1727,Dragon Ball Z: Budokai,0.53,0.14,0.0,0.02,0.69,15040.142857142857,196.28571428571428,0.0
1728,Dragon Ball Z: Budokai 2,1.63,0.22,0.51,0.06,2.41,4234.625,147.0,0.0
1729,Dragon Ball Z: Budokai 2,0.21,0.06,0.0,0.01,0.27,4234.625,147.0,0.0
1730,Dragon Ball Z: Budokai 3,1.09,0.15,0.65,0.04,1.94,28009.14285714286,461.7142857142857,0.0
1731,Dragon Ball Z: Budokai Tenkaichi,0.96,0.12,0.54,0.04,1.66,2806.222222222222,63.44444444444444,0.0
1732,Dragon Ball Z: Budokai Tenkaichi 2,0.9,0.05,0.0,0.13,1.09,9848.0,146.6,0.0
1733,Dragon Ball Z: Budokai Tenkaichi 3,1.48,0.37,1.02,1.1800000000000002,4.04,114662.57142857143,1674.571428571429,0.2857142857142857
1734,Dragon Ball Z: Burst Limit,0.45999999999999996,0.52,0.21,0.16999999999999998,1.35,1398.875,42.625,0.0
1735,Dragon Ball Z: Buu's Fury,0.44,0.16,0.0,0.01,0.61,4404.4,83.8,0.0
1736,Dragon Ball Z: Collectible Card Game,0.33,0.12,0.0,0.01,0.46,16301.5,57.875,0.0
1737,Dragon Ball Z: Harukanaru Densetsu,0.19,0.0,0.0,0.02,0.21,209.0,3.0,0.0
1738,Dragon Ball Z: Infinite World,0.08,0.06,0.21,0.02,0.36,10509.666666666666,114.5,0.0
1739,Dragon Ball Z: Sagas,0.72,0.1,0.0,0.08,0.91,5128.8,109.0,0.0
1740,Dragon Ball Z: Shin Budokai,0.26,0.08,0.13,0.07,0.55,307.5,35.5,0.0
1741,Dragon Ball Z: Shin Budokai - Another Road,0.19,0.09,0.08,0.07,0.44,300.1428571428572,39.142857142857146,0.0
1742,Dragon Ball Z: Shin Butouden,0.0,0.0,0.09,0.0,0.09,1055.7142857142858,4.428571428571429,0.0
1743,Dragon Ball Z: Supersonic Warriors,0.36,0.13,0.0,0.01,0.51,365.5,21.83333333333333,0.0
1744,Dragon Ball Z: Supersonic Warriors 2,0.14,0.02,0.32,0.02,0.5,45.5,2.5,0.0
1745,Dragon Ball Z: Taiketsu,0.77,0.29,0.0,0.02,1.08,35.0,3.2,0.0
1746,Dragon Ball Z: Tenkaichi Tag Team,0.11,0.04,0.09,0.03,0.27,592.1111111111111,76.0,0.0
1747,Dragon Ball Z: The Legacy of Goku,1.52,0.12,0.0,0.05,1.69,2287.1428571428573,68.57142857142857,0.0
1748,Dragon Ball Z: The Legacy of Goku I & II,0.05,0.02,0.0,0.0,0.08,920.5,16.833333333333332,0.0
1749,Dragon Ball Z: The Legacy of Goku II,0.78,0.29,0.0,0.02,1.09,6398.0,88.66666666666667,0.0
1750,Dragon Ball Z: Ultimate Tenkaichi,0.66,0.28,0.09999999999999999,0.12,1.1600000000000001,1612.8333333333333,31.83333333333333,0.0
1751,Dragon Ball: Advanced Adventure,0.03,0.01,0.0,0.0,0.04,11243.142857142857,128.42857142857142,0.0
1752,Dragon Ball: Daimaou Fukkatsu,0.0,0.0,1.25,0.0,1.25,357.5,3.25,0.0
1753,Dragon Ball: Origins,0.09,0.03,0.0,0.01,0.13,255.4,4.0,0.0
1754,Dragon Ball: Origins 2,0.05,0.02,0.08,0.01,0.16,67.2,3.8,0.0
1755,Dragon Ball: Raging Blast,0.73,0.28,0.13,0.14,1.28,1124.428571428571,26.857142857142858,0.0
1756,Dragon Ball: Raging Blast 2,0.9099999999999999,0.29000000000000004,0.12,0.14,1.47,3883.625,78.375,0.0
1757,Dragon Ball: Revenge of King Piccolo,0.13,0.03,0.03,0.02,0.2,1212.571428571429,21.285714285714285,0.0
1758,Dragon Blade: Wrath of Fire,0.17,0.0,0.0,0.01,0.19,156.75,2.5,0.0
1759,Dragon Booster,0.02,0.0,0.0,0.0,0.02,1.0,1.0,0.0
1760,Dragon Force,0.0,0.0,0.3,0.0,0.3,2133.2,32.2,0.0
1761,Dragon Force II: Kamisarishi Daichi ni,0.0,0.0,0.08,0.0,0.08,217.66666666666663,2.833333333333333,0.0
1762,Dragon Quest & Final Fantasy in Itadaki Street Portable,0.0,0.0,0.11,0.0,0.11,2402.0,4.0,0.0
1763,Dragon Quest Heroes: Rocket Slime,0.13,0.0,0.31,0.01,0.45,4883.571428571428,42.57142857142857,0.0
1764,Dragon Quest I & II,0.0,0.0,1.15,0.0,1.15,108.0,3.0,0.0
1765,Dragon Quest IV: Chapters of the Chosen,0.32,0.02,1.27,0.03,1.64,76374.33333333333,98.0,0.0
1766,Dragon Quest IX: Sentinels of the Starry Skies,0.66,0.69,4.35,0.15,5.84,25083.571428571428,211.42857142857144,0.0
1767,Dragon Quest Monsters: Caravan Heart,0.0,0.0,0.64,0.02,0.66,1890.5,6.166666666666667,0.0
1768,Dragon Quest Monsters: Joker,0.23,0.03,1.49,0.03,1.78,11847.42857142857,46.285714285714285,0.0
1769,Dragon Quest Monsters: Joker 2,0.11,0.08,1.24,0.02,1.45,2768.285714285714,26.714285714285715,0.0
1770,Dragon Quest Monsters: Joker 2 Professional,0.0,0.0,0.62,0.0,0.62,164.0,6.0,0.0
1771,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,0.18,0.01,0.5,0.02,0.71,30439.42857142857,13.142857142857142,0.0
1772,Dragon Quest V: Hand of the Heavenly Bride,0.19,0.02,1.36,0.02,1.6,38536.0,103.625,0.0
1773,Dragon Quest V: Tenkuu no Hanayome,0.0,0.0,2.78,0.01,2.79,257733.5,254.5,1.0
1774,Dragon Quest V: Tenkuu no Hanayome,0.0,0.0,1.65,0.0,1.65,257733.5,254.5,1.0
1775,Dragon Quest VI: Maboroshi no Daichi,0.0,0.0,3.19,0.0,3.19,44735.0,78.5,0.0
1776,Dragon Quest VI: Realms of Revelation,0.22,0.21,1.35,0.03,1.81,25905.42857142857,56.142857142857146,0.0
1777,Dragon Quest VIII: Journey of the Cursed King,0.65,0.75,3.61,0.2,5.21,198759.3,402.8,0.4
1778,Dragon Quest VIII: Journey of the Cursed King,0.0,0.0,0.86,0.0,0.86,198759.3,402.8,0.4
1779,Dragon Quest: Shounen Yangus to Fushigi no Dungeon,0.0,0.0,0.29,0.0,0.29,3396.555555555556,6.777777777777778,0.0
1780,Dragon Rage,0.03,0.02,0.0,0.01,0.06,807.0,11.142857142857142,0.0
1781,Dragon Shadow Spell,0.0,0.0,0.08,0.0,0.08,72.5,1.0,0.0
1782,Dragon Slayer: The Legend of Heroes,0.0,0.0,0.07,0.0,0.07,1609.142857142857,15.142857142857142,0.0
1783,Dragon Slayer: The Legend of Heroes,0.0,0.0,0.08,0.0,0.08,1609.142857142857,15.142857142857142,0.0
1784,Dragon Tales: Dragon Adventures,0.01,0.0,0.0,0.0,0.02,16.5,1.5,0.0
1785,Dragon Valor,0.04,0.03,0.0,0.0,0.07,1356.857142857143,259.1428571428572,0.0
1786,Dragon Warrior,0.49,0.0,0.52,1.51,2.52,34342.0,181.0,0.0
1787,Dragon Warrior II,0.15,0.0,2.41,0.0,2.56,36885.0,49.0,0.0
1788,Dragon Warrior III,0.1,0.0,3.77,0.0,3.87,4092.0,40.0,0.0
1789,Dragon Warrior III,0.0,0.0,0.81,0.0,0.81,4092.0,40.0,0.0
1790,Dragon Warrior IV,0.08,0.0,3.03,0.01,3.12,900762.6,1943.6,3.2
1791,Dragon Warrior Monsters,0.0,0.0,2.34,0.01,2.35,32427.5,66.5,0.0
1792,Dragon's Crown,0.41000000000000003,0.12000000000000001,0.29000000000000004,0.1,0.91,49829.857142857145,578.7142857142857,0.0
1793,Dragon's Dogma,0.83,0.7,0.79,0.25,2.58,55088.71428571428,414.8571428571428,0.1428571428571428
1794,Dragon's Dogma Online,0.0,0.0,0.11,0.0,0.11,8975.625,163.75,0.0
1795,Dragon's Lair,0.02,0.0,0.0,0.0,0.02,35571.57142857143,141.42857142857142,0.0
1796,Dragon's Lair 3D: Return to the Lair,0.07,0.02,0.0,0.0,0.09,315.6666666666667,8.833333333333334,0.0
1797,Dragon's Lair Trilogy,0.15,0.0,0.0,0.01,0.16,944.6,68.8,0.0
1798,DragonHeart: Fire & Steel,0.02,0.01,0.0,0.0,0.03,704.0,1.75,0.0
1799,Dragoneer's Aria,0.02,0.0,0.05,0.0,0.07,17.75,3.5,0.0
1800,Dragonfire,0.35,0.02,0.0,0.0,0.37,61.5,1.5,0.0
1801,Drakan: The Ancients' Gates,0.13,0.1,0.0,0.03,0.26,6352.666666666667,30.83333333333333,0.0
1802,Drake & Josh: Talent Showdown,0.03,0.0,0.0,0.0,0.03,10.0,1.0,0.0
1803,Drakengard,0.19,0.15,0.26,0.05,0.65,30854.14285714286,181.8571428571429,0.0
1804,Drakengard 2,0.06,0.05,0.0,0.02,0.13,8707.833333333334,33.0,0.0
1805,Drakengard 3,0.1,0.0,0.19,0.02,0.3,36939.42857142857,210.57142857142856,0.0
1806,Drakensang: The Dark Eye,0.01,0.0,0.0,0.0,0.02,9137.857142857143,33.857142857142854,0.0
1807,Drama Queens,0.07,0.0,0.0,0.01,0.08,1648.75,7.0,0.0
1808,Drawn to Life,0.71,0.02,0.0,0.06,0.79,1031.428571428571,33.285714285714285,0.0
1809,Drawn to Life Collection,0.14,0.0,0.0,0.01,0.15,28.0,6.0,0.0
1810,Drawn to Life: The Next Chapter,0.74,0.53,0.0,0.14,1.4100000000000001,225.57142857142856,11.428571428571429,0.0
1811,Dream C Club Zero,0.0,0.0,0.03,0.0,0.03,291.0,5.0,0.0
1812,Dream Chronicles,0.02,0.0,0.0,0.0,0.02,20.4,1.8,0.0
1813,Dream Day: Wedding Destinations,0.08,0.0,0.0,0.01,0.08,2.0,2.0,0.0
1814,Dream Pinball 3D,0.13,0.03,0.0,0.01,0.17,797.0,4.5,0.0
1815,Dream Salon,0.22999999999999998,0.0,0.0,0.01,0.24,12.0,1.0,0.0
1816,DreamWorks Super Star Kartz,0.38,0.13999999999999999,0.0,0.05,0.58,111.33333333333331,3.1666666666666665,0.0
1817,Dreamcast Collection,0.16,0.07,0.0,0.02,0.24,34460.8,39.6,0.0
1818,Dreamer Series: Horse Trainer,0.02,0.0,0.0,0.0,0.02,25.0,0.0,0.0
1819,Dreamer Series: Top Model,0.1,0.0,0.0,0.01,0.11,20.0,1.0,0.0
1820,Dreamfall: The Longest Journey,0.03,0.01,0.0,0.0,0.04,11511.142857142857,132.57142857142858,0.0
1821,Driven,0.1,0.06999999999999999,0.0,0.02,0.18,90.33333333333331,1.6666666666666667,0.0
1822,Driven,0.06,0.02,0.0,0.0,0.08,90.33333333333331,1.6666666666666667,0.0
1823,Driver,3.11,2.8,0.02,0.33,6.27,18509.714285714286,154.28571428571428,0.0
1824,Driver 2 Advance,0.25,0.09,0.0,0.01,0.34,262.0,6.0,0.0
1825,Driver: Parallel Lines,0.16999999999999998,0.11,0.03,0.03,0.35000000000000003,9082.375,76.25,0.0
1826,Driver: Parallel Lines,0.01,0.01,0.0,0.0,0.03,9082.375,76.25,0.0
1827,Driver: San Francisco,0.6,1.12,0.01,0.31,2.06,16582.0,321.0,0.0
1828,Drivers Ed Portable,0.05,0.0,0.0,0.0,0.05,4.666666666666667,1.0,0.0
1829,Driving Emotion Type-S,0.04,0.03,0.11,0.01,0.18,67.0,2.0,0.0
1830,Driving Simulator 2011,0.0,0.01,0.0,0.0,0.01,108.0,1.0,0.0
1831,Drome Racers,0.06,0.05,0.0,0.02,0.13,991.5,5.833333333333333,0.0
1832,Drome Racers,0.04,0.02,0.0,0.0,0.06,991.5,5.833333333333333,0.0
1833,Drone Tactics,0.01,0.0,0.0,0.0,0.02,4564.5,2.5,0.0
1834,Dropship: United Peace Force,0.05,0.04,0.0,0.01,0.1,2.0,1.0,0.0
1835,DrumMania,0.0,0.0,0.15,0.0,0.15,843.1666666666666,9.833333333333334,0.0
1836,Dual Hearts,0.03,0.02,0.0,0.01,0.05,643.5,6.833333333333333,0.0
1837,Dual Heroes,0.04,0.01,0.0,0.0,0.05,2238.4,3.8,0.0
1838,Ducati Moto,0.02,0.0,0.0,0.0,0.03,6.0,1.5,0.0
1839,Duck Hunt,26.93,0.63,0.28,0.47,28.31,1795.2,71.4,0.0
1840,DuckTales: Remastered,0.09,0.05,0.0,0.01,0.17,34024.857142857145,811.1428571428571,0.0
1841,Duel Love: Koisuru Otome wa Shouri no Megami,0.0,0.0,0.01,0.0,0.01,103.0,1.0,0.0
1842,Duel Masters,0.13,0.1,0.0,0.03,0.27,1017.5714285714286,108.0,0.0
1843,Duel Masters: Kaijudo Showdown,0.16,0.06,0.0,0.0,0.22,53.285714285714285,6.285714285714286,0.0
1844,Duel Masters: Sempai Legends,0.21,0.08,0.0,0.01,0.29,68.66666666666667,4.5,0.0
1845,Duel Masters: Shadow of the Code,0.01,0.0,0.0,0.0,0.01,147.0,5.333333333333333,0.0
1846,Duke Nukem Forever,1.03,0.73,0.0,0.25,2.02,76686.28571428571,550.1428571428571,0.0
1847,Duke Nukem: Land of the Babes,0.04,0.03,0.0,0.0,0.08,937.1666666666666,13.166666666666666,0.0
1848,Duke Nukem: Time to Kill,0.77,0.54,0.0,0.07,1.38,2448.714285714286,41.0,0.0
1849,Duke Nukem: Zero Hour,0.21,0.05,0.0,0.0,0.26,456.1428571428572,18.285714285714285,0.0
1850,Dunamis 15,0.0,0.0,0.04,0.0,0.04,21.0,1.0,0.0
1851,Dune 2000,0.14,0.09,0.0,0.02,0.25,7327.142857142857,95.28571428571428,0.0
1852,Dungeon Defenders,0.02,0.0,0.0,0.0,0.02,45987.71428571428,861.0,0.0
1853,Dungeon Explorer: Warriors of Ancient Arts,0.060000000000000005,0.0,0.0,0.0,0.06999999999999999,15642.0,6.0,0.0
1854,Dungeon Keeper 2,0.0,0.05,0.0,0.01,0.06,17314.666666666668,192.0,0.0
1855,Dungeon Maker II: The Hidden War,0.06,0.0,0.0,0.01,0.07,58.8,1.6,0.0
1856,Dungeon Maker: Hunting Ground,0.03,0.0,0.0,0.0,0.03,183.28571428571428,5.285714285714286,0.0
1857,Dungeon Raiders,0.05,0.0,0.0,0.0,0.05,8606.666666666666,10.333333333333334,0.0
1858,Dungeon Siege II,0.0,0.02,0.0,0.0,0.03,13659.0,97.85714285714286,0.0
1859,Dungeon Siege III,0.46,0.34,0.04,0.11,0.93,3187.1666666666665,181.16666666666663,0.0
1860,Dungeon Siege: Throne of Agony,0.13,0.02,0.0,0.02,0.16,13.25,1.5,0.0
1861,Dungeons,0.07,0.02,0.0,0.01,0.09,4914.142857142857,56.85714285714285,0.0
1862,Dungeons & Dragons Tactics,0.09,0.0,0.0,0.01,0.1,4548.166666666667,17.166666666666668,0.0
1863,Dungeons & Dragons: Eye of the Beholder,0.19,0.07,0.0,0.0,0.26,692.2857142857143,14.714285714285714,0.0
1864,Dungeons & Dragons: Shadow over Mystara,0.0,0.0,0.02,0.0,0.02,29093.571428571428,82.85714285714286,0.0
1865,Durarara!! 3-way Standoff,0.0,0.0,0.05,0.0,0.05,4.0,1.3333333333333333,0.0
1866,Durarara!! Relay,0.0,0.0,0.01,0.0,0.01,12.5,1.5,0.0
1867,Dying Light,1.17,1.02,0.12,0.35000000000000003,2.65,2972166.1428571427,57729.142857142855,35.42857142857143
1868,Dynamite Headdy,0.0,0.0,0.05,0.0,0.05,54512.75,75.375,0.0
1869,Dynasty Tactics,0.06,0.05,0.16,0.02,0.29,154.8,4.4,0.0
1870,Dynasty Tactics 2,0.05,0.04,0.0,0.01,0.11,174.16666666666666,4.333333333333333,0.0
1871,Dynasty Warriors,0.09,0.06,0.11,0.02,0.27,6145.4,17.0,0.0
1872,Dynasty Warriors,0.18,0.01,0.3,0.02,0.51,6145.4,17.0,0.0
1873,Dynasty Warriors 2,0.24,0.19,0.34,0.06,0.83,1119.571428571429,19.0,0.0
1874,Dynasty Warriors 3,0.53,0.16,1.07,0.1,1.87,6660.666666666667,53.16666666666666,0.0
1875,Dynasty Warriors 3,0.06,0.02,0.0,0.0,0.08,6660.666666666667,53.16666666666666,0.0
1876,Dynasty Warriors 3: Xtreme Legends,0.13,0.1,0.74,0.03,1.0,1159.857142857143,12.142857142857142,0.0
1877,Dynasty Warriors 4,0.75,0.24,1.13,0.14,2.27,1690.0,66.4,0.0
1878,Dynasty Warriors 4: Xtreme Legends,0.17,0.13,0.51,0.04,0.86,227.14285714285717,9.142857142857142,0.0
1879,Dynasty Warriors 5,0.27999999999999997,0.19,0.91,0.06,1.44,4784.5,40.5,0.0
1880,Dynasty Warriors 5: Xtreme Legends,0.11,0.08,0.35,0.03,0.57,356.6666666666667,14.666666666666666,0.0
1881,Dynasty Warriors 6,0.32999999999999996,0.14,0.47,0.06,1.01,617.4285714285714,38.0,0.0
1882,Dynasty Warriors 6,0.12,0.09,0.0,0.03,0.25,617.4285714285714,38.0,0.0
1883,Dynasty Warriors 7,0.41000000000000003,0.21000000000000002,0.46,0.08,1.1600000000000001,1339.428571428571,26.142857142857142,0.0
1884,Dynasty Warriors 7: Empires,0.0,0.0,0.14,0.0,0.14,5258.428571428572,14.714285714285714,0.0
1885,Dynasty Warriors 7: Xtreme Legends,0.04,0.05,0.16,0.02,0.27,2358.0,57.71428571428572,0.0
1886,Dynasty Warriors 8,0.21,0.16,0.34,0.060000000000000005,0.77,12594.888888888889,102.11111111111111,0.0
1887,Dynasty Warriors 8: Empires,0.1,0.09000000000000001,0.12,0.03,0.33999999999999997,10383.0,550.875,0.0
1888,Dynasty Warriors 8: Empires,0.0,0.0,0.02,0.0,0.02,10383.0,550.875,0.0
1889,Dynasty Warriors 8: Xtreme Legends,0.06,0.06,0.16,0.03,0.31,69642.85714285714,477.1428571428572,0.0
1890,Dynasty Warriors 8: Xtreme Legends,0.09,0.11,0.06,0.04,0.3,69642.85714285714,477.1428571428572,0.0
1891,Dynasty Warriors Advance,0.08,0.03,0.0,0.0,0.11,161.28571428571428,4.571428571428571,0.0
1892,Dynasty Warriors DS: Fighter's Battle,0.04,0.0,0.03,0.0,0.07,4.0,1.0,0.0
1893,Dynasty Warriors Next,0.06,0.07,0.11,0.03,0.27,832.4,1.2,0.0
1894,Dynasty Warriors Vol. 2,0.04,0.0,0.0,0.0,0.05,3.75,1.25,0.0
1895,Dynasty Warriors: Gundam,0.0,0.0,0.28,0.0,0.28,1174.571428571429,18.714285714285715,0.0
1896,Dynasty Warriors: Gundam 2,0.2,0.13,0.65,0.05,1.03,616.0,38.5,0.0
1897,Dynasty Warriors: Gundam 3,0.22,0.09,0.38,0.03,0.73,487.2857142857143,32.0,0.0
1898,Dynasty Warriors: Gundam Reborn,0.0,0.0,0.36,0.0,0.36,804.8571428571429,27.714285714285715,0.0
1899,Dynasty Warriors: Strikeforce,0.27,0.16999999999999998,0.47000000000000003,0.07,0.97,251.83333333333331,9.5,0.0
1900,E.X. Troopers,0.0,0.0,0.12000000000000001,0.0,0.12000000000000001,251.0,6.5,0.0
1901,EA Playground,0.98,0.49,0.0,0.16,1.6300000000000001,123.33333333333331,4.333333333333333,0.0
1902,EA Replay,0.09,0.0,0.0,0.01,0.11,38.0,1.0,0.0
1903,EA Sports Active,2.1,1.36,0.06,0.4,3.92,16.4,2.4,0.0
1904,EA Sports Active NFL Training Camp,0.77,0.0,0.0,0.05,0.81,1.0,0.0,0.0
1905,EA Sports MMA,0.39,0.25,0.01,0.09,0.74,2538.5,29.166666666666668,0.0
1906,EA Sports UFC,0.76,0.52,0.01,0.21000000000000002,1.5,50994.5,2195.1666666666665,0.1666666666666666
1907,EA Sports UFC 2,0.51,0.61,0.0,0.18000000000000002,1.29,807505.0,17503.0,7.571428571428571
1908,ECW Anarchy Rulz,0.06,0.04,0.0,0.01,0.11,941.0,4.0,0.0
1909,ECW Hardcore Revolution,0.27,0.18,0.0,0.03,0.48,330.57142857142856,11.714285714285714,0.0
1910,ECW Hardcore Revolution,0.18,0.04,0.0,0.0,0.22,330.57142857142856,11.714285714285714,0.0
1911,ESPN College Hoops,0.08,0.06,0.0,0.02,0.16,8.666666666666666,1.3333333333333333,0.0
1912,ESPN College Hoops 2K5,0.7,0.4,0.0,0.12,1.22,5.125,1.125,0.0
1913,ESPN Extreme Games,0.11,0.08,0.17,0.03,0.38,2659.1666666666665,6.833333333333333,0.0
1914,ESPN Final Round Golf 2002,0.12,0.05,0.0,0.0,0.17,282.0,1.0,0.0
1915,ESPN International Track & Field,0.09,0.07,0.0,0.02,0.19,239.0,4.833333333333333,0.0
1916,ESPN MLB Baseball,0.2,0.11,0.0,0.03,0.34,465.0,4.0,0.0
1917,ESPN MLS ExtraTime 2002,0.03,0.0,0.0,0.0,0.04,30.0,1.0,0.0
1918,ESPN NBA 2K5,2.14,0.16,0.0,0.25,2.54,82.0,7.4,0.0
1919,ESPN NBA 2Night,0.05,0.04,0.0,0.01,0.09,14.5,1.25,0.0
1920,ESPN NBA Basketball,0.46,0.27,0.0,0.08,0.81,259.0,9.5,0.0
1921,ESPN NFL 2K5,3.69,0.13999999999999999,0.0,0.43,4.25,1568.8,79.0,0.0
1922,ESPN NFL Football,0.54,0.29,0.0,0.08,0.92,3018.714285714286,37.0,0.0
1923,ESPN NHL 2K5,0.75,0.42000000000000004,0.0,0.13,1.3,21.75,2.75,0.0
1924,ESPN NHL Hockey,0.19,0.11,0.0,0.03,0.34,8.428571428571429,1.7142857142857142,0.0
1925,ESPN National Hockey Night,0.03,0.03,0.0,0.01,0.07,16.0,2.333333333333333,0.0
1926,ESPN X Games Skateboarding,0.31,0.19,0.0,0.05,0.54,492.0,2.0,0.0
1927,EVE Online,0.0,0.19,0.0,0.02,0.22,3969774.625,6136.875,15.875
1928,EX Monopoly,0.16,0.06,0.0,0.0,0.22,6.0,1.0,0.0
1929,Earth Defense Force 2017,0.04,0.01,0.03,0.0,0.08,1257.375,81.125,0.0
1930,Earth Defense Force 2017 Portable,0.0,0.0,0.06,0.0,0.06,459.5,2.0,0.0
1931,Earth Defense Force 2025,0.1,0.07,0.32,0.03,0.51,1708.428571428571,132.42857142857142,0.0
1932,Earth Defense Force 2: Invaders from Planet Space,0.0,0.0,0.14,0.0,0.14,310.2857142857143,8.571428571428571,0.0
1933,Earth Defense Force 2: Invaders from Planet Space,0.04,0.01,0.04,0.02,0.11,310.2857142857143,8.571428571428571,0.0
1934,Earth Defense Force 4.1: The Shadow of New Despair,0.02,0.02,0.0,0.01,0.05,121746.0,2230.0,0.8571428571428571
1935,Earth Defense Force: Insect Armageddon,0.16,0.09,0.11,0.03,0.39,2799.0,82.85714285714286,0.0
1936,Earth Seeker,0.0,0.0,0.02,0.0,0.02,9.0,1.5,0.0
1937,EarthBound,0.0,0.0,0.81,0.0,0.81,720212.6666666666,2469.1666666666665,3.0
1938,Earthworm Jim,0.2,0.08,0.0,0.01,0.29,50902.28571428572,294.1428571428572,0.0
1939,Earthworm Jim 2,0.02,0.01,0.0,0.0,0.03,29942.5,127.5,0.0
1940,Earthworm Jim 3D,0.1,0.02,0.0,0.0,0.12,3306.5,36.333333333333336,0.0
1941,East India Company,0.01,0.0,0.0,0.0,0.01,40.8,5.8,0.0
1942,Easy Piano,0.04,0.11,0.0,0.02,0.17,215.6,12.0,0.0
1943,Eat Lead: The Return of Matt Hazard,0.19,0.03,0.0,0.02,0.26,628.8571428571429,12.571428571428571,0.0
1944,Ecco the Dolphin,0.0,0.0,0.12,0.0,0.12,15644.222222222224,95.88888888888889,0.0
1945,Ecco the Dolphin: Defender of the Future,0.07,0.05,0.0,0.02,0.14,1700.4,29.4,0.0
1946,Ecco: The Tides of Time,0.0,0.0,0.07,0.0,0.07,14717.57142857143,26.857142857142858,0.0
1947,Echo Night,0.03,0.02,0.07,0.01,0.12,5947.571428571428,31.142857142857142,0.0
1948,"Ed, Edd n Eddy: Jawbreakers!",0.23,0.08,0.0,0.01,0.32,343.0,6.285714285714286,0.0
1949,"Ed, Edd n Eddy: The Mis-Edventures",0.63,0.1,0.0,0.06999999999999999,0.7999999999999999,19202.85714285714,81.57142857142857,0.0
1950,Edna & Harvey: Harvey's New Eyes,0.0,0.07,0.0,0.01,0.09,44590.5,312.3333333333333,0.0
1951,Egg Mania: Eggstreme Madness,0.04,0.01,0.0,0.0,0.05,3247.25,8.25,0.0
1952,Ehrgeiz,0.17,0.12,0.0,0.02,0.3,4974.5,59.5,0.0
1953,Einhänder,0.1,0.07,0.13,0.02,0.31,4761.75,105.75,0.0
1954,El Shaddai: Ascension of the Metatron,0.18,0.12000000000000001,0.11,0.04,0.44999999999999996,14745.857142857143,58.285714285714285,0.0
1955,El Tigre: The Adventures of Manny Rivera,0.08,0.0,0.0,0.01,0.09,9.0,1.0,0.0
1956,Elebits,0.22,0.01,0.08,0.02,0.33,2695.1428571428573,14.714285714285714,0.0
1957,Elebits: The Adventures of Kai and Zero,0.07,0.0,0.0,0.01,0.08,22.666666666666668,2.0,0.0
1958,Electroplankton,0.01,0.0,0.02,0.0,0.03,2313.0,4.0,0.0
1959,Elemental Gearbolt,0.03,0.02,0.0,0.0,0.06,267.4,6.2,0.0
1960,Elements of Destruction,0.07,0.0,0.0,0.01,0.07,8.0,0.5,0.0
1961,Elf Bowling 1 & 2,0.04,0.01,0.0,0.0,0.05,404.4,4.0,0.0
1962,Elf: The Movie,0.1,0.04,0.0,0.0,0.15,2173.0,21.83333333333333,0.0
1963,Elite Beat Agents,0.31,0.03,0.0,0.03,0.38,37302.66666666666,37.66666666666666,0.0
1964,Elminage Gothic: Ulm Zakir to Yami no Gishiki,0.0,0.0,0.02,0.0,0.02,762.0,5.0,0.0
1965,Elminage II: Sousei no Megami to Unmei no Daichi,0.0,0.0,0.02,0.0,0.02,9567.5,1.0,0.0
1966,Elvandia Story,0.0,0.0,0.02,0.0,0.02,180.0,2.0,0.0
1967,Elven Legacy,0.01,0.0,0.0,0.0,0.02,47.25,2.0,0.0
1968,Emblem of Gundam,0.0,0.0,0.06,0.0,0.06,201.0,1.0,0.0
1969,Emergency Heroes,0.15,0.27,0.0,0.06,0.48,19.0,2.0,0.0
1970,Emergency Mayhem,0.02,0.0,0.0,0.0,0.02,45.0,2.333333333333333,0.0
1971,Emergency Room: Real Life Rescues,0.04,0.0,0.0,0.0,0.04,37.5,3.5,0.0
1972,Emily Archer and the Curse of Tutankhamun,0.0,0.03,0.0,0.0,0.03,90.0,1.0,0.0
1973,Emily the Strange: Strangerous,0.04,0.03,0.0,0.01,0.08,134.5,3.75,0.0
1974,Empire Deluxe,0.01,0.0,0.0,0.0,0.01,31.75,1.25,0.0
1975,Empire Earth,0.0,0.04,0.0,0.01,0.05,7612.875,146.625,0.0
1976,Empire Earth II,0.0,0.03,0.0,0.0,0.03,1335.2857142857142,45.85714285714285,0.0
1977,Empire Earth III,0.0,0.03,0.0,0.01,0.04,85.14285714285714,10.142857142857142,0.0
1978,Empire: Total War,0.01,0.97,0.0,0.11,1.09,22488.85714285714,629.5714285714286,0.0
